,,,"Appendix 1. Details of reported baleen whale injury events along the Gulf of Mexico, US East Coast and Atlantic Canadian provinces, 2019-2023. Assignment of Serious Injury (SI) criteria, SI values and List of Fisheries (LOF) inclusion follow the guidance established by NMFS Instruction 02-038-01.",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,Date,Individual,Location,Cause of Injury,Country of Origin,Country ID method,Gear Type,Description,"Initial 
SI criteria",Final SI critieria,SI value,SI value changes ,LOFa,
92,HUWH,E16-20,31-Aug-20,Slingshot,"35.6 nm S of Nantucket, MA",Entangled,Unknown First seen USA,-,Unknown,"Free-swimming with line exiting both sides of mouth, 1 loose loop aft of blowholes and evidence of line embedded in blowholes. 2 lines trail along right flank ending in a jumble 15 ft. aft of flukes. Poor condition—emaciated with gray skin. No resights.",L2,L2,1,-,Yes,
93,HUWH,E23-20,22-Oct-20,Not named,"5.4 nm E of Plum Island, NJ",Entangled,Unknown First seen USA,-,Unknown,Free-swimming with constricting wraps at fluke insertion and trailing gear. Full configuration unknown. No resights.,L2,L2,1,-,Yes,
94,HUWH,E24-20,05-Nov-20,-,"1 nm N of Montauk Inlet, East Hampton, NY",Entangled,Unknown First seen USA,-,Unknown,Free-swimming with line over back and buoy along left flank. Attachment point(s) unknown. Animal dove and buoy with 70 ft. of line came to surface. Brief sightings showed no gear trailing from flukes. Likely shed gear but unable to confirm. No resights.,L10,L10,0.75,-,Yes,
95,HUWH,E25-20,11-Dec-20,-,"12.7 nm ESE of Cape May, NJ",Entangled,Unknown First seen USA,-,Unknown,Free-swimming trailing buoy aft of flukes. Attachment point(s) unknown. Emaciated with cyamids. No resights.,L10,L10,1,Health decline,Yes,
96,HUWH,"E26-20, MARS2020-380",20-Dec-20,-,"15.3 nm S of Grand Manan, NB",Entangled,Canada,Gear identified,Pot/trap,"Anchored by flukes with multiple constricting body wraps. Partial disentanglement—all body wraps cut and anchoring lines cut, but unable to confirm gear-free. No resights.",L2,L10,0.75,-,-,
97,HUWH,E01-21,02-Jan-21,Not named,"2 nm E of Virginia Beach, VA",Entangled,Unknown First seen USA,-,Unknown,Free-swimming trailing bullet buoy one body length aft of flukes. Attachment point(s) forward on body but full configuration unknown. Confirmed gear-free. No resights post 11-Jan-2021,L10,L10,0,Gear-free,Yes,
98,HUWH,-,07-Jan-21,-,"10.0 nm SE of Bald Head Island, SC",Vessel strike,Unknown First seen USA,-,-,"Evidence of 2 sets of propeller lacerations on flukes: healed lacerations on left distal end and lacerations likely affecting major artery on right fluke.  In extremely poor condition—emaciated, gray skin, heavy cyamid load. No resights.",L5a,L5a,1,-,-,
99,HUWH,E03-21,03-Mar-21,-,"18.9 nm SE of Beaufort, NC",Entangled,Unknown First seen USA,-,Unknown,Free-swimming with tight body wrap of heavy line just forward of flippers. No resights.,L2,L2,1,-,Yes,
100,HUWH,E05-21,07-May-21,Not named,"15.4 nm SE of Gloucester, MA",Entangled,Unknown First seen USA,-,Unknown,Dependent calf. Free-swimming with embedded body wrap. Only visible gear were short bitter ends emerging from chest. Attempted disentanglement—unsure if cutting arrows made contact with line. Resights confirm shed gear and healing until subsequent entanglement (see 08-Aug-2021 event). ,L2,L2,0,Gear-free,Yes,
101,HUWH,E07-21,08-Jun-21,Valley,"7.6 nm NE of Race Point, Provincetown, MA",Entangled,USA,Gear identified,Pot/trap,"Free-swimming in thin condition with buoy trailing 100 ft. aft of flukes. Attachment point(s) unknown. Relocated 09-Jun-2021 anchored with line exiting left gape and descending, the other end exiting right mouth. Disentangled. Resights indicate healing.",L10,L2,0,Rescue,Yes,
102,HUWH,E08-21,24-Jun-21,Cat Eyes,"11.1 nm E of Eastham, MA",Entangled,Unknown First seen USA,-,Net,Free-swimming with small piece of monofilament netting caught on tip of right flipper. No wraps. Resights confirm gear-free and healing.,L3,L3,0,-,-,
103,HUWH,E09-21,28-Jun-21,Clamp,"13.8 nm NE of Rockport, MA",Entangled,USA,Fresh injury or known location,Monofilament,Free-swimming with monofilament over back. Attachment point(s) unknown. Resights indicate gear-free and healing until subsequent entanglement (see 04-Sep-2022 event).,L10,L10,0,Gear-free,Yes,
104,HUWH,-,28-Jun-21,Not named,"Stellwagen Bank, MA",Vessel strike,USA,Fresh injury or known location,-,"Dependent calf with 4 new, superficial lacerations along right flank. Involved in subsequent vessel strike 2 days later (see 30-Jun-2021 event).",L5b,L5b,0,-,-,
105,HUWH,E10-21,29-Jun-21,-,"14.2 nm SE of Block Island, RI",Entangled,Unknown First seen USA,-,Net,Free-swimming wrapped in netting but no photos or description to determine extent or configuration of entanglement. No resights.,L10,L10,0.75,-,-,
106,HUWH,-,30-Jun-21,Not named,"Stellwagen Bank, MA",Vessel strike,USA,Fresh injury or known location,-,"Dependent calf surfaced under stern of 89.5 ft. vessel at idle speed. Blood observed coming from flukes. Documented on 01-Jul-2021 with 4-5 fresh lacerations along right trailing edge of fluke, to the right of the fluke notch. No resights post 20-Oct-2021.","L5b, L6c","L5b, L6c",0,-,-,
107,HUWH,E12-21,07-Jul-21,Not named,"12.9 nm NE of Race Point, Provincetown, RI",Entangled,USA,Fresh injury or known location,Monofilament,"Dependent calf. Free-swimming with closed bridle of monofilament through mouth with line along right side, trailing aft of fluke at depth and along left flank, and crossing over peduncle. Partial disentanglement—shortened line on both sides leaving calf with open bridle. Resights confirm gear-free and healing until subsequent entanglement (see 08-Aug-2021 event). ",L3,L3,0,-,-,
108,HUWH,E14-21,13-Jul-21,Shuffleboard,"7.3 nm NW of Race Point, Provincetown, MA",Entangled,USA,Fresh injury or known location,Monofilament,Free-swimming with monofilament line trailing from right fluke tip. Attachment point(s) unknown. Resights confirm gear-free and healing. ,L10,L10,0,Gear-free,Yes,
109,HUWH,E15-21,14-Jul-21,-,"6.5 nm NW of Race Point, Provincetown, MA",Entangled,USA,Gear identified,Monofilament,Witnessed animal strike gear from rod and reel fisher. No photos or description of attachment point(s) or configuration. No resights.,L10,L10,0.75,-,Yes,
110,HUWH,E16-21,19-Jul-21,Mogul,"4.3 nm E of Gloucester, MA",Entangled,USA,Fresh injury or known location,Monofilament,Free-swimming with monofilament trailing from left fluke. Attachment point(s) unknown. Resights confirm gear-free and healing.,L10,L10,0,Gear-free,Yes,
111,HUWH,-,20-Jul-21,-,"off Mecox Beach, Bridgehampton, NY",Entangled,Unknown First seen USA,-,Unknown,"Free-swimming, emaciated, with heavy cyamid load all over back. Evidence of multiple constricting body wraps at mid-body. Unable to confirm if gear is embedded. Deep laceration at right pectoral insertion consistent with constricting gear. No resights. ",L2,L2,1,-,-,
112,HUWH,"E17-21, MARS2021-232",27-Jul-21,Sedge,"3.0 nm NW of Brier Island, NS",Entangled,Unknown First seen Canada,-,Monofilament,Free-swimming with monofilament trailing over right fluke blade. Attachment point(s) unknown. Resights confirm gear-free and healing.,L10,L10,0,Gear-free,Yes,
113,HUWH,E18-21,28-Jul-21,Crisp,"15.3 nm E of Gloucester, MA",Entangled,USA,Fresh injury or known location,Monofilament,Free-swimming with monofilament line trailing over left fluke blade. Attachment point(s) unknown. Resights confirm gear-free and healing.,L10,L10,0,Gear-free,Yes,
114,HUWH,E20-21,01-Aug-21,-,"41.2 nm SE of Nantucket, MA",Entangled,Unknown First seen USA,-,Unknown,Free-swimming with constricting wraps at fluke insertion. No resights.,L2,L2,1,-,Yes,
115,HUWH,E21-21,04-Aug-21,Dross,"14.1 nm N of Race Point, Provincetown, MA",Entangled,USA,Fresh injury or known location,Monofilament,Lactating female. Free-swimming with monofilament trailing from barnacle on left tip. No wraps. Resights confirm gear-free and reproductively successful.,L3,L3,0,-,-,
116,HUWH,E22-21,08-Aug-21,Not named,"4.0 nm E of Rockport, MA",Entangled,USA,Gear identified,Pot/trap,Dependent calf. Free-swimming with line looped over leading edge of left pectoral and trailing 2 buoys aft of fluke. Witnessed shed gear. Resights indicate injuries healing.,L3,L3,0,-,-,
117,HUWH,E23-21,08-Aug-21,Not named,"19.0 nm SE of Gloucester, MA",Entangled,USA,Fresh injury or known location,Monofilament,"Dependent calf. Free-swimming with monofilament trailing from flukes—line passing over left fluke blade, under peduncle, and then over right fluke blade. Shed gear. No resights post 09-Aug-2021.",L3,L3,0,-,-,
118,HUWH,E24-21,16-Aug-21,-,"33.3 nm SE of Nantucket, MA",Entangled,Unknown First seen USA,-,Unknown,"Free-swimming with line crossing over back, just forward of flippers and trailing aft of flukes. Full configuration unknown. No resights.",L10,L10,0.75,-,Yes,
119,HUWH,E26-21,30-Aug-21,-,"35.9 nm E of Ashbury Park, NJ",Entangled,Unknown First seen USA,-,Gillnet,"Free-swimming with netting wrapping body, 2 lines embedded forward of dorsal. Extremely poor condition—heavy cyamid load. No resights.",L2,L2,1,-,Yes,
120,HUWH,-,31-Aug-21,Aquarius,"Sheepscot River, ME",Vessel strike,USA,Fresh injury or known location,-,"New, superficial lacerations below left dorsal fin. No resights.",L5b,L5b,0,-,-,
121,HUWH,-,03-Sep-21,Not named,"1.3 nm off Sea Girt, NJ",Entangled,Unknown First seen USA,-,Unknown,"Free-swimming in extremely poor condition: flukes missing, vertebrae exposed, emaciated, heavy cyamid load. No gear present, but injury consistent with constricting entanglement. No resights.",L2,L2,1,-,-,
122,HUWH,E28-21,25-Sep-21,Sword,"14.1 nm E of Hampton Beach, NH",Entangled,USA,Fresh injury or known location,Hook/monofilament,Free-swimming with hook in trailing edge of dorsal fin and trailing monofilament aft of flukes. No wraps. Resights confirm gear-free and healing until subsequent entanglement (see 04-Jul-2022 event).,"L3, L4","L3, L4",0,-,-,
123,HUWH,E30-21,29-Dec-21,-,"2.0 nm E of Little Island, VA",Entangled,Unknown First seen USA,-,Unknown,"Free-swimming with line embedded forward of dorsal. Line extending forward on both sides, indicating mouth and/or flipper involvement, but full configuration unknown. No resights.",L2,L2,1,-,Yes,
124,HUWH,E01-22,12-Mar-22,Twine,"Silver Banks, DR",Entangled,Other,-,Unknown,"Free-swimming lactating female sighted on calving grounds with jumble of line across back and remaining configuration unknown. Injuries indicate constricting body wrap at earlier point. Resighted in May on feeding grounds. No gear visible, but unable to confirm gear free. Both female and dependent calf (see 12-Mar-2022 event below) in poor health - emaciated with scattered cyamids. No resights post 06-May-2022",L2,L10,1,Health decline,Yes,
125,HUWH,E01-22,12-Mar-22,Not named,"Silver Banks, DR",Entangled,Other,-,Unknown,Dependent calf of seriously injured entangled lactating female (see 12-Mar-2022 event above). Both animals show evidence of health decline. No resights post 06-May-2022.,L8,L8,1,-,Yes,
126,HUWH,E05-22,30-May-22,Thumper,"12.7 nm E of Chatham, MA",Entangled,Unknown First seen USA,-,Unknown,"Free-swimming lactating female with 5 body wraps around body, forward of dorsal fin with a mass of line along left flank and no trailing gear. In poor condition - thin with moderate cyamids. Disentangled, short section of gear recovered. Resighted in Sep-2022, calf not present. Additional sightings indicate healing.",L2,n/a,0,Rescue,Yes,
127,HUWH,E05-22,30-May-22,Not named,"12.7 nm E of Chatham, MA",Entangled,Unknown First seen USA,-,Unknown,Dependent calf of female entangled in multiple body wraps and in poor condition. Adult disentangled and seen later in improving condition but no resights of the calf.  (See 30-May-2022 event above.) Suspect failure to thrive due to poor condition of adult during key lactation months.,L8,L8,1,-,Yes,
128,HUWH,E06-22,14-Jun-22,Not named,"11.2 nm E of Chatham, MA",Entangled,Unknown First seen USA,-,Unknown,"Free-swimming dependent calf with line through mouth leading to a jumble of line at the dorsal peduncle with 2 lines trailing a few feet aft of flukes. Evidence that entanglement involved extensive constricting wraps from head to fluke. Disentangled, but SI warranted due to extensive injuries. No resights.",L2,L3,1,Health decline,Yes,
129,HUWH,-,23-Jun-22,Luna,"off Brier Island, NS",Entangled,Unknown First seen USA,-,Unknown,"No gear present. Extensive raw and healing injuries to body, peduncle, and fluke consistent with constricting entanglement. Resights indicate injuries healing. Carcass recovered in 2023, COD unrelated to this event.",L2,L2,0,Healing,-,
130,HUWH,E07-22,29-Jun-22,-,"0.7 nm W of Coney Island, NY",Entangled,Unknown First seen USA,-,Unknown,Free-swimming with constricting line at fluke insertion. Tight peduncle wrap(s) and line cutting into leading edges of flukes. Little to no trailing gear. No resights,L2,L2,1,-,Yes,
131,HUWH,"E10-22, MARS2022-182",04-Jul-22,Sword,"15.7 nm SE of Frenchboro, ME",Entangled,Unknown First seen USA,-,Unknown,"Free-swimming with line trailing along right flank. Indication of constricting wrap aft of blowholes, but no gear visible. Attachment point(s) unknown. Resights indicate no evidence of health decline. Likely gear-free but unable to confirm.",L2,L10,0,Healing,Yes,
132,HUWH,-,21-Jul-22,-,"Plymouth, MA",Vessel strike,USA,Fresh injury or known location,-,Lunge feeding whale came in contact with starboard bow of stationary recreational fishing vessel. No human injuries. No resights.,L6c,L6c,0,-,-,
133,HUWH,E12-22,23-Jul-22,Dusky,"2.5 nm N of Race Point, Provincetown, MA",Entangled,Unknown First seen USA,-,Hook/monofilament,Free-swimming with monofilament crossing over back and trailing along right flank. Some hooks in right body. Attachment point(s) unknown. Resights confirm gear free and healing.,"L4, L10","L4, L10",0,-,Yes,
134,HUWH,-,24-Jul-22,Hashtag,"Plymouth, MA",Vessel strike,USA,Fresh injury or known location,-,"Lunge feeding whale landed on bow of stationary 19 ft recreational vessel, damaging railings and hatch cover. No human injuries. Resights indicate healing.",L6c,L6c,0,-,-,
135,HUWH,E13-22,26-Jul-22,-,"7.1 nm SE of Plymouth, MA",Entangled,Unknown First seen USA,-,Monofilament,Free-swimming with monofilament trailing from head. Attachment point(s) unknown. No resights.,L10,L10,0.75,-,Yes,
136,HUWH,E14-22,03-Aug-22,-,"0.2 nm N of Long Island, MA",Entangled,USA,Fresh injury or known location,Monofilament,Free-swimming with monofilament trailing from left fluke. Attachment point(s) unknown. Resights confirm gear free.,L10,L10,0,Gear-free,Yes,
137,HUWH,E18-22,15-Aug-22,Hiatus,"26.7 nm SE of Chatham, MA",Entangled,Unknown First seen USA,-,Hook/monofilament,Free-swimming with hook in trailing edge of right fluke blade. Monofilament trailing. No wraps. No resights.,"L3, L4","L3, L4",0,-,-,
138,HUWH,E19-22,04-Sep-22,Clamp,"14.5 nm E of Hampton, NH",Entangled,USA,Fresh injury or known location,Hook/monofilament,Free-swimming with hook in right fluke blade and trailing monofilament line. No wraps. Resights indicate hook gone and injuries healing.,"L3, L4","L3, L4",0,-,-,
139,HUWH,E20-22,15-Sep-22,-,"0.8 nm E of North Truro, MA",Entangled,Unknown First seen USA,-,Unknown,Free-swimming with 2 buoys trailing 60 ft. aft of flukes. Attachment point(s) unknown. No resights.,L10,L10,0.75,-,Yes,
140,HUWH,E21-22,17-Sep-22,-,"4.0 nm E of Bridgeport, CT",Entangled,Unknown First seen USA,-,Unknown,"Free-swimming with line originating from forward on the left side, crossing over back at dorsal fin, and trailing aft. Attachment point(s) unknown. No resights. ",L10,L10,0.75,-,Yes,
141,HUWH,E23-22,25-Sep-22,Anole,"6.3 nm NE of Allerton, MA",Entangled,USA,Gear identified,Pot/trap,Free-swimming with line through mouth leading to a loose peduncle wrap with 200 ft of trailing line. Orientation - head up and tail down - indicates presence of weighted gear. Disentangled. Resights indicate healing.,L2,n/a,0,Rescue,Yes,
142,HUWH,E24-22,07-Oct-22,-,"1.3 nm N of Race Point, Provincetown, MA",Entangled,USA,Gear identified,Pot/trap,Free-swimming with line through the mouth trailing to dorsal fin on left side and along right side ending at a buoy at the flukes. Evidence that entanglement previously involved a constricting body wrap. Disentanglement attempt unsuccessful. Expect to shed gear. No resights.,L2,L3,0,-,-,
143,HUWH,E25-22,11-Oct-22,Rocker,"9.3 nm N of Race Point, Provincetown, MA",Entangled,USA,Fresh injury or known location,Monofilament,Free-swimming with monofilament trailing from right fluke. Attachment point(s) unknown. Resights confirm gear-free and healing.,L10,L10,0,Gear-free,Yes,
144,HUWH,-,11-Oct-22,Not named,"1 nm E of Seaside Heights, NJ",Vessel strike,USA,Fresh injury or known location,-,"Fresh laceration to fluke blade, just left of midline. Injury actively bleeding. Resights show left fluke lobe missing, but injury healing and animal in good condition.",L5a,L5a,0,Healing,-,
145,HUWH,-,12-Oct-22,-,"Belmar, NJ",Vessel strike,USA,Fresh injury or known location,-,Lunge feeding whale came in contact with port bow of stationary recreational fishing vessel. No human injuries. No resights.,L6c,L6c,0,-,-,
146,HUWH,-,22-Oct-22,Not named,"0.5 nm S of Jones Beach, NY",Vessel strike,USA,Fresh injury or known location,-,"Feeding whale surfaced under stationary recreational vessel, dislodging propeller. Animal documented with 2 bleeding, superficial lacerations along left flank, below the dorsal. No human injuries. No resights.","L5b, L6c","L5b, L6c",0,-,-,
147,HUWH,E26-22,31-Oct-22,-,"7.5 nm E of Appledore Island, ME",Entangled,USA,Fresh injury or known location,Unknown,Anchored with tight body and peduncle wrap with buoy alongside body. Partially disentangled. Final configuration unclear but at minimum free-swimming with tight body wrap and buoy alongside. No resights.,L2,L2,1,-,Yes,
148,HUWH,E05-23,04-Mar-23,-,"3.8 nm E of St. Catherine's Island, GA",Entangled,Unknown; First seen USA,-,Unknown,Free-swimming with constricting wraps at fluke insertion leading to fluke deformation. No resights.,L2,L2,1,-,Yes,
149,HUWH,E06-23,05-May-23,-,"outside of Manasquan Inlet, NJ",Entangled,USA,Gear identified,Gillnet,Anchored in extensive wraps of gear from head to tail. Partially disentangled. Remaining configuration unknown. No resights.,L2,L10,0.75,-,Yes,
150,HUWH,-,07-May-23,,"Sandy Hook, NJ",Vessel strike,Unknown; First seen USA,-,-,"New, healing lacerations across back. Do not appear to penetrate blubber layer. No resights.",L5b,L5b,0,-,-,
151,HUWH,E07-23,12-May-23,-,"38.2 nm E of Atlantic City, NJ",Entangled,Unknown; First seen USA,-,Unknown,Free-swimming with a minimum of 2 constricting and embedded body wraps. No resights.,L2,L2,1,-,Yes,
152,HUWH,-,26-May-23,-,"off of Long Beach, NY",Vessel strike,USA,Fresh injury or known location,-,Stern of stationary recreational vessel (<45 ft.) struck by lunge feeding whale. No human injuries. No resights.,L6c,L6c,0,-,-,
153,HUWH,"E08-23, MARS2023-187",27-May-23,Egreque,"19.8 nm SW of Grand Manan, NB",Entangled,Canada,Gear identified,Pot/trap,"Anchored by line through mouth. Disentangled, resights indicate healing.",L2,n/a,0,Rescue,-,
154,HUWH,E09-23,24-Jun-23,Not named,"6.7 nm NW of Race Point, Provincetown, MA",Entangled,USA,Fresh injury or known location,Monofilament,Dependent calf. Free-swimming with constricting wrap cutting deeply into leading and trailing edges of left pectoral. Resights indicate line cutting 3/4 of the way through the flipper and declining health. Seen with a new entanglement (see 20-Sep-2023 event).,L2,L2,1e,-,Yes,
155,HUWH,E10-23,30-Jun-23,Not named,"2.1 nm E of Sandy Hook, NJ",Entangled,USA,Gear identified,Unknown,Free-swimming with line over back and trailing with two buoys. Unable to confirm full configuration. Resights confirm gear-free and healing.,L10,L10,0,Gear-free,Yes,
156,HUWH,E11-23,01-Jul-23,Not named,"1.2 nm S of Cape May, NJ",Entangled,Unknown; First seen USA,-,Net,"Free-swimming, emaciated with webbing on head. Full configuration unknown. SI warranted because of evidence of health decline. No resights post-19-Jul-2023",L10,L10,1,Health decline,Yes,
157,HUWH,E12-23,08-Jul-23,-,"8.7 nm S of Boothbay Harbor, ME",Entangled,USA,Gear identified,Pot/trap,Hogtied in gear with line through mouth extending back to multiple constricting peduncle wraps. Partially disentangled. Left with open bridle through mouth that expect to shed. No resights.,L2,L3,0,Rescue,Yes,
158,HUWH,E13-23,09-Jul-23,Not named,"6.6 nm NW of Race Point, Provincetown, MA",Entangled,USA,Gear identified,Pot/trap,Dependent calf. Free-swimming with line through the mouth and over head with unknown attachment point(s). Partially disentangled—shortened trailing lines leaving an open bridle. Resights confirm shed gear and healing.,L10,L3,0,Rescue,Yes,
159,HUWH,E15-23,14-Jul-23,Venom,"6.1 nm NW of Race Point, Provincetown, MA",Entangled,Unknown; First seen USA,-,Monofilament,"Free-swimming, pregnant female with monofilament trailing from right fluke blade with unknown attachment point(s). Resights confirm shed gear and reproductively successful.",L10,L10,0,Gear-free,Yes,
160,HUWH,E17-23,17-Jul-23,Startrail,"6.7 nm NE of Rockport, MA",Entangled,USA,Gear identified,Pot/trap,"Free-swimming with line exiting left mouthline, crossing over the head, and descending to mouth or right flipper. One bitter end visible, the other sinking. Full configuration unknown. Partial disentanglement—30 ft. of line removed. Final configuration unclear, likely an open bridle but unable to confirm. Resights confirm gear-free and healing.",L10,L10,0,"Rescue, Gear-free",Yes,
161,HUWH,-,18-Jul-23,-,"Staten Island, NY",Entrapped,USA,Fresh injury or known location,-,Entrapped in wooden pilings of an old pier. Self-released. No resights.,L10,n/a,0,Release,-,
162,HUWH,E18-23,19-Jul-23,Not named,"9.6 nm NW of Race Point, Provincetown, MA",Entangled,Unknown; First seen USA,-,Monofilament,Dependent calf. Free-swimming with monofilament trailing from left fluke blade. Attachment point(s) unknown. Resights confirm gear-free and healing.,L10,L10,0,Gear-free,Yes,
163,HUWH,E19-23,22-Jul-23,Spell,"8.0 nm NW of Race Point, Provincetown, MA",Entangled,USA,Fresh injury or known location,Monofilament,Event witnessed. Free-swimming with shifting gear that resolved over the next year into a constricting wrap on right pectoral. Resights show stable and improved health.,L10,L2,0,Healing,Yes,
164,HUWH,E23-23,12-Aug-23,Diablo,"7.0 nm NW of Race Point, Provincetown, MA",Entangled,USA,Fresh injury or known location,Monofilament,Free-swimming with monofilament trailing from right fluke blade. Attachment point(s) unknown. Resights confirm gear-free and healing.,L10,L10,0,Gear-free,Yes,
165,HUWH,E22-23,12-Aug-23,Pinball,"4.1 nm NE of Rockport, MA",Entangled,USA,Gear identified,Pot/trap,Lactating female anchored in gear. Broke free with unknown configuration. Disentangled. Resights indicate healing.,L10,n/a,0,Rescue,Yes,
166,HUWH,-,12-Aug-23,Not named,"4.1 nm NE of Rockport, MA",Entangled,USA,Gear identified,Pot/trap,Dependent calf of entangled lactating female (see Pinball 12-Aug-2023 event) that was disentangled from an unknown configuration. No resights.,L8,n/a,0,Rescue,Yes,
167,HUWH,E24-23,14-Aug-23,Apex,"9.3 nm E of Montauk, NY",Entangled,USA,Fresh injury or known location,Hook/monofilament,Free-swimming with hook in leading edge of right fluke and trailing monofilament line. Resights confirm gear-free and healing.,"L3, L4","L3, L4",0,-,-,
168,HUWH,"E25-23, MARS2023-343",21-Aug-23,Churchill,"3.3 nm NW of Brier Island, NS",Entangled,Unknown; First seen Canada,-,Unknown,Free-swimming with tight lines across rostrum. Remaining configuration unknown. No resights.,L2,L2,1,-,Yes,
169,HUWH,E26-23,23-Aug-23,Snap,"0.9 nm N of Provincetown, MA",Entangled,USA,Fresh injury or known location,Unknown,Free-swimming with rope across tip of rostrum. Full configuration unknown. Resights confirm gear-free and healing.,L10,L10,0,Gear-free,Yes,
170,HUWH,MARS2023-364,03-Sep-23,-,"Curry Cove, NB",Entrapped,Canada,Gear identified,Weir,Briefly entrapped in weir. Self-released. No resights.,L10,L10,0,Release,-,
171,HUWH,E27-23,06-Sep-23,-,"11.3 nm SE of Ocean City, NJ",Entangled,Unknown; First seen USA,-,Unknown,Dependent calf. Free-swimming towing line and buoy from unknown attachment point(s). No photos. No resights.,L10,L10,0.75,-,-,
172,HUWH,E28-23,20-Sep-23,Not named,"1.2 nm N of Provincetown, MA",Entangled,USA,Gear identified,Pot/trap,Dependent calf. Free-swimming with a large mass of gear underneath the body and trailing. Configuration unclear. Partially disentangled—350 ft. of line removed—final configuration unknown. Still carrying embedded wraps on pectoral from 24-Jun-2023 entanglement. ,L10,L10,0.75e,-,Yes,
173,HUWH,E29-23,21-Sep-23,Not named,"20.5 nm SE of Gloucester, MA",Entangled,USA,Gear identified,Pot/trap,Free-swimming with three tight body wraps and at least two tight peduncle wraps with trailing weighted gear. Disentangled. Resights indicate injuries healing.,L2,n/a,0,Rescue,Yes,
174,HUWH,E30-23,12-Oct-23,-,"Manasquan Inlet, NJ",Entangled,Unknown; First seen USA,-,Unknown,Free-swimming with constricting wraps on peduncle and right fluke blade with gear trailing. No resights. ,L2,L2,1,-,Yes,
175,HUWH,E31-23,28-Oct-23,-,"77.5 nm S of Nantucket, MA",Entangled,USA,Gear identified,Pot/trap,In heavily weighted gear and in poor condition. Full configuration unknown. No resights.,L2,L2,1,-,Yes,
176,HUWH,-,03-Nov-23,-,"off of Point Pleasant, NJ",Vessel strike,USA,Fresh injury or known location,-,Stern of stationary recreational vessel (62 ft.) struck by lunge feeding whale. No human injuries. No resights.,L6c,L6c,0,-,-,
177,HUWH,-,24-Nov-23,Not named,"off of Jersey Shore, NJ",Vessel strike,Unknown; First seen USA,-,-,"Fresh, superficial laceration aft of dorsal fin. Resights indicate healing.",L5b,L5b,0,-,-,
178,HUWH,-,24-Nov-23,Firebolt,"off of Jersey Shore, NJ",Vessel strike,Unknown; First seen USA,-,-,"Recent, superficial lacerations across peduncle and right fluke blade. Resights indicate healing.",L5b,L5b,0,-,-,
179,HUWH,-,02-Dec-23,-,"0.3 nm S of Jones Beach, NY",Vessel strike,Unknown; First seen USA,-,-,"Two fresh, deep lacerations across peduncle. No resights.",L5a,L5a,1,-,-,
180,,,Western North Atlantic fin whale (Balaenoptera physalus),,,,,,,# events/sums:,,6,3.45,0,2,
181,FIWH,MARS2019-277,14-Aug-19,-,"S of Bliss Island, NB",Vessel strike,Unknown First seen Canada,-,-,Superficial lacerations at tip of dorsal fin. No resights.,L5b,L5b,0,-,-,
182,FIWH,MARS2020-213,07-Jul-20,-,"4nm off of MacKenzie Point, Pleasant Bay, NS",Entangled,Unknown First seen Canada,-,Unknown,Free-swimming. Line crossing from left mouth/head over back and down right side. Full configuration unknown. No resights.,L10,L10,0.75,-,Yes,
183,FIWH,WRS,09-Aug-20,-,"Seal Cove, Conception Bay, NFL",Entangled,Unknown First seen Canada,-,Unknown,"Free-swimming with rope through mouth, over head, and large tangle by head/flank. No trailing line. Full configuration unknown. No photos. No resights.",L10,L10,0.75,-,-,
184,FIWH,-,08-Aug-21,CCS1212,"0.2 nm SW of Race Point, Provincetown, MA",Vessel strike,USA,Fresh injury or known location,-,36 ft. vessel traveling at 26 kn. self-reported strike. Stalled engine putting it into reverse and wake pushed boat onto animal’s back. Superficial laceration on left flank. No resights. ,"L5b, L6b","L5b, L6b",0.2,-,-,
185,FIWH,E25-21,29-Aug-21,-,"25.8 nm S of Martha's Vineyard, MA",Entangled,Unknown First seen USA,-,Unknown,Free-swimming and trailing high flier a body length aft of whale. Attachment point(s) unknown. No resights.,L10,L10,0.75,-,Yes,
186,FIWH,E27-21,01-Sep-21,-,"4.3 nm N of Grand Manan, NB",Entangled,Unknown First seen Canada,-,Navigational buoy,"Free-swimming but heavily weighted, struggling to surface and breathe. Navigational buoy tight against left side of head. Fresh wounds on flippers, dorsal fin, and tail. Blood streaming from right side of mouth, near aft corner. Unsuccessful disentanglement attempt. No resights.",L2,L2,1,-,-,
187,,,Nova Scotian sei whale (Balaenoptera borealis),,,,,,,# events/sums:,,0,0,0,0,
188,,,Canadian East Coast minke whale (Balaenoptera acutorostrata),,,,,,,# events/sums:,,27,12.75,9,15,
189,MIWH,E12-19,11-Jul-19,-,"9.4 nm NE of Race Point, Provincetown, MA",Entangled,Unknown First seen USA,-,Debris,Free-swimming with open bridle of festival bunting through mouth and trailing an unknown distance. No wraps.,L3,L3,0,-,-,
190,MIWH,E18-19,01-Aug-19,-,"2.2 nm NE of Rockport, MA",Entangled,USA,Gear identified,Pot/trap,Anchored with line through mouth and wrapping peduncle. Disentangled.,L2,n/a,0,Rescue,Yes,
191,MIWH,E20-19,04-Aug-19,-,"6.0 nm E of Montauk, NY",Entangled,Unknown First seen USA,-,Unknown,Free-swimming with line crossing over back just in front of dorsal fine. Line fouled with growth. Attachment point(s) unknown.,L10,L10,0.75,-,Yes,
